Time,function/execution_times.cloud_function.ALIGN_PERCENTILE_99.REDUCE_MEAN.metric.type="cloudfunctions.googleapis.com/function/execution_times" 
Tue Apr 27 2021 23:21:00 GMT-0500 (Central Daylight Time),1001322100.5933771
Tue Apr 27 2021 23:22:00 GMT-0500 (Central Daylight Time),21901934068.711037
Tue Apr 27 2021 23:23:00 GMT-0500 (Central Daylight Time),23528715865.55618
Tue Apr 27 2021 23:24:00 GMT-0500 (Central Daylight Time),22938619753.93892
Tue Apr 27 2021 23:25:00 GMT-0500 (Central Daylight Time),32714052538.497307
Tue Apr 27 2021 23:26:00 GMT-0500 (Central Daylight Time),22613583537.498722
Tue Apr 27 2021 23:27:00 GMT-0500 (Central Daylight Time),927689721.8602303
Tue Apr 27 2021 23:28:00 GMT-0500 (Central Daylight Time),306689514.6338136
Tue Apr 27 2021 23:29:00 GMT-0500 (Central Daylight Time),21896817969.394024
Tue Apr 27 2021 23:30:00 GMT-0500 (Central Daylight Time),21882302590.391254
Tue Apr 27 2021 23:31:00 GMT-0500 (Central Daylight Time),22451077916.109745
Tue Apr 27 2021 23:32:00 GMT-0500 (Central Daylight Time),813131915.6147954
Tue Apr 27 2021 23:33:00 GMT-0500 (Central Daylight Time),802778249.2252631
Tue Apr 27 2021 23:34:00 GMT-0500 (Central Daylight Time),255462348.70922452
Tue Apr 27 2021 23:35:00 GMT-0500 (Central Daylight Time),316165312.18580973
Tue Apr 27 2021 23:36:00 GMT-0500 (Central Daylight Time),330407500.815064
Tue Apr 27 2021 23:37:00 GMT-0500 (Central Daylight Time),757404546.6535559
Tue Apr 27 2021 23:38:00 GMT-0500 (Central Daylight Time),253208933.62625167
Tue Apr 27 2021 23:39:00 GMT-0500 (Central Daylight Time),763569901.209391
Tue Apr 27 2021 23:40:00 GMT-0500 (Central Daylight Time),733257881.701319
Tue Apr 27 2021 23:41:00 GMT-0500 (Central Daylight Time),781802992.9818796
Tue Apr 27 2021 23:42:00 GMT-0500 (Central Daylight Time),288871453.02985775
Tue Apr 27 2021 23:43:00 GMT-0500 (Central Daylight Time),276941268.589584
Tue Apr 27 2021 23:44:00 GMT-0500 (Central Daylight Time),756482296.775623
Tue Apr 27 2021 23:45:00 GMT-0500 (Central Daylight Time),755995640.5354173
Tue Apr 27 2021 23:46:00 GMT-0500 (Central Daylight Time),766524747.363304
Tue Apr 27 2021 23:47:00 GMT-0500 (Central Daylight Time),306211158.1784355
Tue Apr 27 2021 23:48:00 GMT-0500 (Central Daylight Time),262688850.08539084
Tue Apr 27 2021 23:49:00 GMT-0500 (Central Daylight Time),267687313.15711623
Tue Apr 27 2021 23:50:00 GMT-0500 (Central Daylight Time),234932880.70667505
Tue Apr 27 2021 23:51:00 GMT-0500 (Central Daylight Time),65142883210.41
Tue Apr 27 2021 23:52:00 GMT-0500 (Central Daylight Time),22369042622.726604
Tue Apr 27 2021 23:53:00 GMT-0500 (Central Daylight Time),246684080.55695778
Tue Apr 27 2021 23:54:00 GMT-0500 (Central Daylight Time),240394952.24466947
Tue Apr 27 2021 23:55:00 GMT-0500 (Central Daylight Time),261410588.80604327
Tue Apr 27 2021 23:56:00 GMT-0500 (Central Daylight Time),65142883210.41
Tue Apr 27 2021 23:57:00 GMT-0500 (Central Daylight Time),22354118600.24343
Tue Apr 27 2021 23:58:00 GMT-0500 (Central Daylight Time),267791218.99120498
Tue Apr 27 2021 23:59:00 GMT-0500 (Central Daylight Time),752270677.5897698
Wed Apr 28 2021 00:00:00 GMT-0500 (Central Daylight Time),243692024.24012202
Wed Apr 28 2021 00:01:00 GMT-0500 (Central Daylight Time),21949850156.62401
Wed Apr 28 2021 00:02:00 GMT-0500 (Central Daylight Time),21926312103.376938
Wed Apr 28 2021 00:03:00 GMT-0500 (Central Daylight Time),22349814465.21171
Wed Apr 28 2021 00:04:00 GMT-0500 (Central Daylight Time),22357493856.330837
Wed Apr 28 2021 00:05:00 GMT-0500 (Central Daylight Time),21953975644.93503
Wed Apr 28 2021 00:06:00 GMT-0500 (Central Daylight Time),22236873357.977375
Wed Apr 28 2021 00:07:00 GMT-0500 (Central Daylight Time),22249338480.281544
Wed Apr 28 2021 00:08:00 GMT-0500 (Central Daylight Time),22791745593.833027
Wed Apr 28 2021 00:09:00 GMT-0500 (Central Daylight Time),22255499249.633034
Wed Apr 28 2021 00:10:00 GMT-0500 (Central Daylight Time),21889451068.82736
Wed Apr 28 2021 00:11:00 GMT-0500 (Central Daylight Time),23142479464.318237
Wed Apr 28 2021 00:12:00 GMT-0500 (Central Daylight Time),22346280265.88483
Wed Apr 28 2021 00:13:00 GMT-0500 (Central Daylight Time),21936294695.943207
Wed Apr 28 2021 00:14:00 GMT-0500 (Central Daylight Time),21879039725.446503
Wed Apr 28 2021 00:15:00 GMT-0500 (Central Daylight Time),22481776707.95951
Wed Apr 28 2021 00:16:00 GMT-0500 (Central Daylight Time),23371520726.03319
Wed Apr 28 2021 00:17:00 GMT-0500 (Central Daylight Time),22073774686.85205
Wed Apr 28 2021 00:18:00 GMT-0500 (Central Daylight Time),989677749.9614646
Wed Apr 28 2021 00:19:00 GMT-0500 (Central Daylight Time),532174765.7359021
Wed Apr 28 2021 00:20:00 GMT-0500 (Central Daylight Time),890695966.5855358
Wed Apr 28 2021 00:21:00 GMT-0500 (Central Daylight Time),297482945.522284
Wed Apr 28 2021 00:22:00 GMT-0500 (Central Daylight Time),891737767.1042972
Wed Apr 28 2021 00:23:00 GMT-0500 (Central Daylight Time),22357480439.518276
Wed Apr 28 2021 00:24:00 GMT-0500 (Central Daylight Time),22364442713.636906
Wed Apr 28 2021 00:25:00 GMT-0500 (Central Daylight Time),22240271684.102608
Wed Apr 28 2021 00:26:00 GMT-0500 (Central Daylight Time),22751265344.23468
Wed Apr 28 2021 00:27:00 GMT-0500 (Central Daylight Time),22252019577.71756
Wed Apr 28 2021 00:28:00 GMT-0500 (Central Daylight Time),22237385136.22472
Wed Apr 28 2021 00:29:00 GMT-0500 (Central Daylight Time),22203766450.79819
Wed Apr 28 2021 00:30:00 GMT-0500 (Central Daylight Time),22352640653.643867
Wed Apr 28 2021 00:31:00 GMT-0500 (Central Daylight Time),21899105253.03099
Wed Apr 28 2021 00:32:00 GMT-0500 (Central Daylight Time),21918677167.500317
Wed Apr 28 2021 00:33:00 GMT-0500 (Central Daylight Time),22396155208.724636
Wed Apr 28 2021 00:34:00 GMT-0500 (Central Daylight Time),22295227109.82476
Wed Apr 28 2021 00:35:00 GMT-0500 (Central Daylight Time),22212599729.674427
Wed Apr 28 2021 00:36:00 GMT-0500 (Central Daylight Time),250839743.05496815
Wed Apr 28 2021 00:37:00 GMT-0500 (Central Daylight Time),248155885.31218594
Wed Apr 28 2021 00:38:00 GMT-0500 (Central Daylight Time),266552042.006301
Wed Apr 28 2021 00:39:00 GMT-0500 (Central Daylight Time),248520533.37294924
Wed Apr 28 2021 00:40:00 GMT-0500 (Central Daylight Time),336634325.4277072
Wed Apr 28 2021 00:41:00 GMT-0500 (Central Daylight Time),22391436153.887245
Wed Apr 28 2021 00:42:00 GMT-0500 (Central Daylight Time),23082510438.762848
Wed Apr 28 2021 00:43:00 GMT-0500 (Central Daylight Time),21931550346.55901
Wed Apr 28 2021 00:44:00 GMT-0500 (Central Daylight Time),385709813.5826236
Wed Apr 28 2021 00:45:00 GMT-0500 (Central Daylight Time),375583436.5094167
Wed Apr 28 2021 00:46:00 GMT-0500 (Central Daylight Time),21922659073.155796
Wed Apr 28 2021 00:47:00 GMT-0500 (Central Daylight Time),21849890206.194954
Wed Apr 28 2021 00:48:00 GMT-0500 (Central Daylight Time),21882698422.671085
Wed Apr 28 2021 00:49:00 GMT-0500 (Central Daylight Time),22249049978.983616
Wed Apr 28 2021 00:50:00 GMT-0500 (Central Daylight Time),21903256242.298244
Wed Apr 28 2021 00:51:00 GMT-0500 (Central Daylight Time),22182893501.9487
Wed Apr 28 2021 00:52:00 GMT-0500 (Central Daylight Time),21941128884.96693
Wed Apr 28 2021 00:53:00 GMT-0500 (Central Daylight Time),21911199989.10042
Wed Apr 28 2021 00:54:00 GMT-0500 (Central Daylight Time),22218515442.243977
Wed Apr 28 2021 00:55:00 GMT-0500 (Central Daylight Time),829144001.5987685
Wed Apr 28 2021 00:56:00 GMT-0500 (Central Daylight Time),791470817.3354205
Wed Apr 28 2021 00:57:00 GMT-0500 (Central Daylight Time),22199260024.154335
Wed Apr 28 2021 00:58:00 GMT-0500 (Central Daylight Time),22233943123.769726
Wed Apr 28 2021 00:59:00 GMT-0500 (Central Daylight Time),22149659041.686016
Wed Apr 28 2021 01:00:00 GMT-0500 (Central Daylight Time),21935765946.18432
Wed Apr 28 2021 01:01:00 GMT-0500 (Central Daylight Time),22259196449.81771
Wed Apr 28 2021 01:02:00 GMT-0500 (Central Daylight Time),22262601439.887463
Wed Apr 28 2021 01:03:00 GMT-0500 (Central Daylight Time),21950211005.778206
Wed Apr 28 2021 01:04:00 GMT-0500 (Central Daylight Time),22211632041.961407
Wed Apr 28 2021 01:05:00 GMT-0500 (Central Daylight Time),22187444461.52206
Wed Apr 28 2021 01:06:00 GMT-0500 (Central Daylight Time),21870520263.08411
Wed Apr 28 2021 01:07:00 GMT-0500 (Central Daylight Time),22237092018.656807
Wed Apr 28 2021 01:08:00 GMT-0500 (Central Daylight Time),21922887003.054108
Wed Apr 28 2021 01:09:00 GMT-0500 (Central Daylight Time),21866082311.527634
Wed Apr 28 2021 01:10:00 GMT-0500 (Central Daylight Time),22244574548.918476
Wed Apr 28 2021 01:11:00 GMT-0500 (Central Daylight Time),22251346678.82137
Wed Apr 28 2021 01:12:00 GMT-0500 (Central Daylight Time),22240485404.504475
Wed Apr 28 2021 01:13:00 GMT-0500 (Central Daylight Time),22670440504.86646
Wed Apr 28 2021 01:14:00 GMT-0500 (Central Daylight Time),22006126932.544247
Wed Apr 28 2021 01:15:00 GMT-0500 (Central Daylight Time),21890750493.437634
Wed Apr 28 2021 01:16:00 GMT-0500 (Central Daylight Time),21953063376.125824
Wed Apr 28 2021 01:17:00 GMT-0500 (Central Daylight Time),22220125232.55193
Wed Apr 28 2021 01:18:00 GMT-0500 (Central Daylight Time),21872700136.379948
Wed Apr 28 2021 01:19:00 GMT-0500 (Central Daylight Time),21978325629.182045
Wed Apr 28 2021 01:20:00 GMT-0500 (Central Daylight Time),22224584031.067955
Wed Apr 28 2021 01:21:00 GMT-0500 (Central Daylight Time),22234245628.907284
Wed Apr 28 2021 01:22:00 GMT-0500 (Central Daylight Time),22233700923.105663
Wed Apr 28 2021 01:23:00 GMT-0500 (Central Daylight Time),21929691362.222
Wed Apr 28 2021 01:24:00 GMT-0500 (Central Daylight Time),21989575365.34859
Wed Apr 28 2021 01:25:00 GMT-0500 (Central Daylight Time),21981036922.555172
Wed Apr 28 2021 01:26:00 GMT-0500 (Central Daylight Time),759809691.8975487
Wed Apr 28 2021 01:27:00 GMT-0500 (Central Daylight Time),709332394.8948928
Wed Apr 28 2021 01:28:00 GMT-0500 (Central Daylight Time),731425101.2429767
Wed Apr 28 2021 01:29:00 GMT-0500 (Central Daylight Time),749646830.2673137
Wed Apr 28 2021 01:30:00 GMT-0500 (Central Daylight Time),691247620.7535329
Wed Apr 28 2021 01:31:00 GMT-0500 (Central Daylight Time),749751386.5627201
Wed Apr 28 2021 01:32:00 GMT-0500 (Central Daylight Time),749538986.710417
Wed Apr 28 2021 01:33:00 GMT-0500 (Central Daylight Time),714017217.3364148
Wed Apr 28 2021 01:34:00 GMT-0500 (Central Daylight Time),716317091.8682692
Wed Apr 28 2021 01:35:00 GMT-0500 (Central Daylight Time),804769328.9888872
Wed Apr 28 2021 01:36:00 GMT-0500 (Central Daylight Time),806975468.7018516
Wed Apr 28 2021 01:37:00 GMT-0500 (Central Daylight Time),791942758.5309968
Wed Apr 28 2021 01:38:00 GMT-0500 (Central Daylight Time),800007524.5150245
Wed Apr 28 2021 01:39:00 GMT-0500 (Central Daylight Time),763354862.2394922
Wed Apr 28 2021 01:40:00 GMT-0500 (Central Daylight Time),751384030.0302773
Wed Apr 28 2021 01:41:00 GMT-0500 (Central Daylight Time),750240537.8753374
Wed Apr 28 2021 01:42:00 GMT-0500 (Central Daylight Time),785846308.1732993
Wed Apr 28 2021 01:43:00 GMT-0500 (Central Daylight Time),775971274.5987376
Wed Apr 28 2021 01:44:00 GMT-0500 (Central Daylight Time),769680251.2590665
Wed Apr 28 2021 01:45:00 GMT-0500 (Central Daylight Time),775171568.6932166
Wed Apr 28 2021 01:46:00 GMT-0500 (Central Daylight Time),827651948.5318031
Wed Apr 28 2021 01:47:00 GMT-0500 (Central Daylight Time),523189537.4361694
Wed Apr 28 2021 01:48:00 GMT-0500 (Central Daylight Time),378597198.39952505
Wed Apr 28 2021 01:49:00 GMT-0500 (Central Daylight Time),600719217.2874901
Wed Apr 28 2021 01:50:00 GMT-0500 (Central Daylight Time),22025356401.686005
Wed Apr 28 2021 01:51:00 GMT-0500 (Central Daylight Time),21897722796.762287
Wed Apr 28 2021 01:52:00 GMT-0500 (Central Daylight Time),21871224187.067726
Wed Apr 28 2021 01:53:00 GMT-0500 (Central Daylight Time),21934824954.64173
Wed Apr 28 2021 01:54:00 GMT-0500 (Central Daylight Time),22123893987.364254
Wed Apr 28 2021 01:55:00 GMT-0500 (Central Daylight Time),21902019852.830967
Wed Apr 28 2021 01:56:00 GMT-0500 (Central Daylight Time),21883717864.676846
Wed Apr 28 2021 01:57:00 GMT-0500 (Central Daylight Time),21866995082.33882
Wed Apr 28 2021 01:58:00 GMT-0500 (Central Daylight Time),21894066906.704235
Wed Apr 28 2021 01:59:00 GMT-0500 (Central Daylight Time),21976522331.03803
Wed Apr 28 2021 02:00:00 GMT-0500 (Central Daylight Time),22250647777.337776
Wed Apr 28 2021 02:01:00 GMT-0500 (Central Daylight Time),21991444791.03823
Wed Apr 28 2021 02:02:00 GMT-0500 (Central Daylight Time),21956980815.60996
Wed Apr 28 2021 02:03:00 GMT-0500 (Central Daylight Time),21879448306.768097
Wed Apr 28 2021 02:04:00 GMT-0500 (Central Daylight Time),22196638470.35036
Wed Apr 28 2021 02:05:00 GMT-0500 (Central Daylight Time),21907978417.359505
Wed Apr 28 2021 02:06:00 GMT-0500 (Central Daylight Time),22214229581.45276
Wed Apr 28 2021 02:07:00 GMT-0500 (Central Daylight Time),22245527811.7206
Wed Apr 28 2021 02:08:00 GMT-0500 (Central Daylight Time),22230521106.236835
Wed Apr 28 2021 02:09:00 GMT-0500 (Central Daylight Time),22226631407.128002
Wed Apr 28 2021 02:10:00 GMT-0500 (Central Daylight Time),22521420189.074917
Wed Apr 28 2021 02:11:00 GMT-0500 (Central Daylight Time),21893208297.212585
Wed Apr 28 2021 02:12:00 GMT-0500 (Central Daylight Time),22215810089.31233
Wed Apr 28 2021 02:13:00 GMT-0500 (Central Daylight Time),22205205067.574184
Wed Apr 28 2021 02:14:00 GMT-0500 (Central Daylight Time),21899644418.319363
Wed Apr 28 2021 02:15:00 GMT-0500 (Central Daylight Time),22716717588.438747
Wed Apr 28 2021 02:16:00 GMT-0500 (Central Daylight Time),21897288017.61573
Wed Apr 28 2021 02:17:00 GMT-0500 (Central Daylight Time),21954482307.40447
Wed Apr 28 2021 02:18:00 GMT-0500 (Central Daylight Time),21892927534.368923
Wed Apr 28 2021 02:19:00 GMT-0500 (Central Daylight Time),21898580001.02925
Wed Apr 28 2021 02:20:00 GMT-0500 (Central Daylight Time),22025747825.240433
Wed Apr 28 2021 02:21:00 GMT-0500 (Central Daylight Time),22248166661.785156
Wed Apr 28 2021 02:22:00 GMT-0500 (Central Daylight Time),22220059716.648087
Wed Apr 28 2021 02:23:00 GMT-0500 (Central Daylight Time),21922362414.880367
Wed Apr 28 2021 02:24:00 GMT-0500 (Central Daylight Time),22178541623.14443
Wed Apr 28 2021 02:25:00 GMT-0500 (Central Daylight Time),21888471477.01681
Wed Apr 28 2021 02:26:00 GMT-0500 (Central Daylight Time),22213241072.570793
Wed Apr 28 2021 02:27:00 GMT-0500 (Central Daylight Time),21924730709.981346
Wed Apr 28 2021 02:28:00 GMT-0500 (Central Daylight Time),22247229226.95237
Wed Apr 28 2021 02:29:00 GMT-0500 (Central Daylight Time),22213926895.33508
Wed Apr 28 2021 02:30:00 GMT-0500 (Central Daylight Time),21955029511.052395
Wed Apr 28 2021 02:31:00 GMT-0500 (Central Daylight Time),21923764899.56602
Wed Apr 28 2021 02:32:00 GMT-0500 (Central Daylight Time),21938313420.31986
Wed Apr 28 2021 02:33:00 GMT-0500 (Central Daylight Time),21938232599.961132
Wed Apr 28 2021 02:34:00 GMT-0500 (Central Daylight Time),284610327.4195523
Wed Apr 28 2021 02:35:00 GMT-0500 (Central Daylight Time),749740650.3820913
Wed Apr 28 2021 02:36:00 GMT-0500 (Central Daylight Time),340635213.94731647
Wed Apr 28 2021 02:37:00 GMT-0500 (Central Daylight Time),256682336.66940314
Wed Apr 28 2021 02:38:00 GMT-0500 (Central Daylight Time),272600722.89550334
Wed Apr 28 2021 02:39:00 GMT-0500 (Central Daylight Time),290495326.0543101
Wed Apr 28 2021 02:40:00 GMT-0500 (Central Daylight Time),278865268.1925859
Wed Apr 28 2021 02:41:00 GMT-0500 (Central Daylight Time),285718627.4207782
Wed Apr 28 2021 02:42:00 GMT-0500 (Central Daylight Time),397566056.0039458
Wed Apr 28 2021 02:43:00 GMT-0500 (Central Daylight Time),21871935010.118176
Wed Apr 28 2021 02:44:00 GMT-0500 (Central Daylight Time),22405721005.273525
Wed Apr 28 2021 02:45:00 GMT-0500 (Central Daylight Time),22182966163.07414
Wed Apr 28 2021 02:46:00 GMT-0500 (Central Daylight Time),21938723420.101727
Wed Apr 28 2021 02:47:00 GMT-0500 (Central Daylight Time),436633178.9360299
Wed Apr 28 2021 02:48:00 GMT-0500 (Central Daylight Time),371667232.82190865
Wed Apr 28 2021 02:49:00 GMT-0500 (Central Daylight Time),398488781.0520254
Wed Apr 28 2021 02:50:00 GMT-0500 (Central Daylight Time),365310463.1842828
Wed Apr 28 2021 02:51:00 GMT-0500 (Central Daylight Time),21922741648.065456
Wed Apr 28 2021 02:52:00 GMT-0500 (Central Daylight Time),21868537561.300327
Wed Apr 28 2021 02:53:00 GMT-0500 (Central Daylight Time),21868053953.59328
Wed Apr 28 2021 02:54:00 GMT-0500 (Central Daylight Time),21859765572.047493
Wed Apr 28 2021 02:55:00 GMT-0500 (Central Daylight Time),21864895353.400524
Wed Apr 28 2021 02:56:00 GMT-0500 (Central Daylight Time),22224525062.267105
Wed Apr 28 2021 02:57:00 GMT-0500 (Central Daylight Time),22238392267.608517
Wed Apr 28 2021 02:58:00 GMT-0500 (Central Daylight Time),22227446977.291073
Wed Apr 28 2021 02:59:00 GMT-0500 (Central Daylight Time),22215263532.029682
Wed Apr 28 2021 03:00:00 GMT-0500 (Central Daylight Time),22242175159.35417
Wed Apr 28 2021 03:01:00 GMT-0500 (Central Daylight Time),22217370753.37543
Wed Apr 28 2021 03:02:00 GMT-0500 (Central Daylight Time),22206346372.476307
Wed Apr 28 2021 03:03:00 GMT-0500 (Central Daylight Time),21967082388.068974
Wed Apr 28 2021 03:04:00 GMT-0500 (Central Daylight Time),21929445464.002895
Wed Apr 28 2021 03:05:00 GMT-0500 (Central Daylight Time),21986224601.39398
Wed Apr 28 2021 03:06:00 GMT-0500 (Central Daylight Time),22267857610.35117
Wed Apr 28 2021 03:07:00 GMT-0500 (Central Daylight Time),879498211.3565911
Wed Apr 28 2021 03:08:00 GMT-0500 (Central Daylight Time),885742663.2985109
Wed Apr 28 2021 03:09:00 GMT-0500 (Central Daylight Time),899499472.2848877
Wed Apr 28 2021 03:10:00 GMT-0500 (Central Daylight Time),856344110.7447584
Wed Apr 28 2021 03:11:00 GMT-0500 (Central Daylight Time),864165711.7574646
Wed Apr 28 2021 03:12:00 GMT-0500 (Central Daylight Time),22235032774.032463
Wed Apr 28 2021 03:13:00 GMT-0500 (Central Daylight Time),22188661625.887516
Wed Apr 28 2021 03:14:00 GMT-0500 (Central Daylight Time),22199721499.568367
Wed Apr 28 2021 03:15:00 GMT-0500 (Central Daylight Time),21920681083.985172
Wed Apr 28 2021 03:16:00 GMT-0500 (Central Daylight Time),21873050639.679836
Wed Apr 28 2021 03:17:00 GMT-0500 (Central Daylight Time),21900168701.057404
Wed Apr 28 2021 03:18:00 GMT-0500 (Central Daylight Time),22206895003.314922
Wed Apr 28 2021 03:19:00 GMT-0500 (Central Daylight Time),22238630204.22892
Wed Apr 28 2021 03:20:00 GMT-0500 (Central Daylight Time),22250305023.55753
Wed Apr 28 2021 03:21:00 GMT-0500 (Central Daylight Time),22241566654.035503
Wed Apr 28 2021 03:22:00 GMT-0500 (Central Daylight Time),22231851918.052425
Wed Apr 28 2021 03:23:00 GMT-0500 (Central Daylight Time),22217435792.795773
Wed Apr 28 2021 03:24:00 GMT-0500 (Central Daylight Time),22211741789.722324
Wed Apr 28 2021 03:25:00 GMT-0500 (Central Daylight Time),22220998366.123623
Wed Apr 28 2021 03:26:00 GMT-0500 (Central Daylight Time),22192770138.68469
Wed Apr 28 2021 03:27:00 GMT-0500 (Central Daylight Time),22231944618.42647
Wed Apr 28 2021 03:28:00 GMT-0500 (Central Daylight Time),22237300116.393024
Wed Apr 28 2021 03:29:00 GMT-0500 (Central Daylight Time),22215939432.773655
Wed Apr 28 2021 03:30:00 GMT-0500 (Central Daylight Time),22229455141.5459
Wed Apr 28 2021 03:31:00 GMT-0500 (Central Daylight Time),22196461048.942814
Wed Apr 28 2021 03:32:00 GMT-0500 (Central Daylight Time),22194466448.42586
Wed Apr 28 2021 03:33:00 GMT-0500 (Central Daylight Time),22193776501.574654
Wed Apr 28 2021 03:34:00 GMT-0500 (Central Daylight Time),22218607186.22073
Wed Apr 28 2021 03:35:00 GMT-0500 (Central Daylight Time),22219787880.26019
Wed Apr 28 2021 03:36:00 GMT-0500 (Central Daylight Time),22678937167.422787
Wed Apr 28 2021 03:37:00 GMT-0500 (Central Daylight Time),22445872755.41175
Wed Apr 28 2021 03:38:00 GMT-0500 (Central Daylight Time),22223864796.04231
Wed Apr 28 2021 03:39:00 GMT-0500 (Central Daylight Time),22320154917.984924
Wed Apr 28 2021 03:40:00 GMT-0500 (Central Daylight Time),22332177912.241894
Wed Apr 28 2021 03:41:00 GMT-0500 (Central Daylight Time),22187068282.665462
Wed Apr 28 2021 03:42:00 GMT-0500 (Central Daylight Time),22016739254.200935
Wed Apr 28 2021 03:43:00 GMT-0500 (Central Daylight Time),22252201275.60292
Wed Apr 28 2021 03:44:00 GMT-0500 (Central Daylight Time),22149989293.87436
Wed Apr 28 2021 03:45:00 GMT-0500 (Central Daylight Time),21903496923.45282
Wed Apr 28 2021 03:46:00 GMT-0500 (Central Daylight Time),21944375408.080196
Wed Apr 28 2021 03:47:00 GMT-0500 (Central Daylight Time),21865609197.518887
Wed Apr 28 2021 03:48:00 GMT-0500 (Central Daylight Time),21889923397.887608
Wed Apr 28 2021 03:49:00 GMT-0500 (Central Daylight Time),22192714639.522747
Wed Apr 28 2021 03:50:00 GMT-0500 (Central Daylight Time),22205484030.363983
Wed Apr 28 2021 03:51:00 GMT-0500 (Central Daylight Time),22220123816.295788
Wed Apr 28 2021 03:52:00 GMT-0500 (Central Daylight Time),22232032518.652584
Wed Apr 28 2021 03:53:00 GMT-0500 (Central Daylight Time),22251322097.68426
Wed Apr 28 2021 03:54:00 GMT-0500 (Central Daylight Time),22250465687.012344
Wed Apr 28 2021 03:55:00 GMT-0500 (Central Daylight Time),22245800347.325314
Wed Apr 28 2021 03:56:00 GMT-0500 (Central Daylight Time),22275776793.095173
Wed Apr 28 2021 03:57:00 GMT-0500 (Central Daylight Time),22256542893.56512
Wed Apr 28 2021 03:58:00 GMT-0500 (Central Daylight Time),22402391615.411167
Wed Apr 28 2021 03:59:00 GMT-0500 (Central Daylight Time),829485193.27355
Wed Apr 28 2021 04:00:00 GMT-0500 (Central Daylight Time),801270779.2824931
Wed Apr 28 2021 04:01:00 GMT-0500 (Central Daylight Time),472850204.2100925
Wed Apr 28 2021 04:02:00 GMT-0500 (Central Daylight Time),629567502.8679839
Wed Apr 28 2021 04:03:00 GMT-0500 (Central Daylight Time),522558747.9801532
Wed Apr 28 2021 04:04:00 GMT-0500 (Central Daylight Time),1000766003.7273054
Wed Apr 28 2021 04:05:00 GMT-0500 (Central Daylight Time),957630881.2467504
Wed Apr 28 2021 04:06:00 GMT-0500 (Central Daylight Time),837842702.0847125
Wed Apr 28 2021 04:07:00 GMT-0500 (Central Daylight Time),877411064.9505966
Wed Apr 28 2021 04:08:00 GMT-0500 (Central Daylight Time),859837914.0601612
Wed Apr 28 2021 04:09:00 GMT-0500 (Central Daylight Time),850733820.9072948
Wed Apr 28 2021 04:10:00 GMT-0500 (Central Daylight Time),870322342.950451
Wed Apr 28 2021 04:11:00 GMT-0500 (Central Daylight Time),885537773.6467732
Wed Apr 28 2021 04:12:00 GMT-0500 (Central Daylight Time),872136300.9604164
Wed Apr 28 2021 04:13:00 GMT-0500 (Central Daylight Time),878826370.6753395
Wed Apr 28 2021 04:14:00 GMT-0500 (Central Daylight Time),890026634.044842
Wed Apr 28 2021 04:15:00 GMT-0500 (Central Daylight Time),931949896.9524195
Wed Apr 28 2021 04:16:00 GMT-0500 (Central Daylight Time),987567024.1169488
Wed Apr 28 2021 04:17:00 GMT-0500 (Central Daylight Time),930627723.9884197
Wed Apr 28 2021 04:18:00 GMT-0500 (Central Daylight Time),888611260.6504924
Wed Apr 28 2021 04:19:00 GMT-0500 (Central Daylight Time),904835631.1207134
Wed Apr 28 2021 04:20:00 GMT-0500 (Central Daylight Time),925289133.3612633
Wed Apr 28 2021 04:21:00 GMT-0500 (Central Daylight Time),1011948357.236953
Wed Apr 28 2021 04:22:00 GMT-0500 (Central Daylight Time),953464184.9903207
Wed Apr 28 2021 04:23:00 GMT-0500 (Central Daylight Time),875311278.0801711
Wed Apr 28 2021 04:24:00 GMT-0500 (Central Daylight Time),22309147169.9016
Wed Apr 28 2021 04:25:00 GMT-0500 (Central Daylight Time),22377245958.952244
Wed Apr 28 2021 04:26:00 GMT-0500 (Central Daylight Time),994962224.259496
Wed Apr 28 2021 04:27:00 GMT-0500 (Central Daylight Time),909154232.7392867
Wed Apr 28 2021 04:28:00 GMT-0500 (Central Daylight Time),873841408.4166359
Wed Apr 28 2021 04:29:00 GMT-0500 (Central Daylight Time),883131400.936513
Wed Apr 28 2021 04:30:00 GMT-0500 (Central Daylight Time),928221528.5809066
Wed Apr 28 2021 04:31:00 GMT-0500 (Central Daylight Time),882925445.9925867
Wed Apr 28 2021 04:32:00 GMT-0500 (Central Daylight Time),895322592.4552858
Wed Apr 28 2021 04:33:00 GMT-0500 (Central Daylight Time),857986449.1703855
Wed Apr 28 2021 04:34:00 GMT-0500 (Central Daylight Time),848915287.8487198
Wed Apr 28 2021 04:35:00 GMT-0500 (Central Daylight Time),974879275.4183125
Wed Apr 28 2021 04:36:00 GMT-0500 (Central Daylight Time),849939752.200438
Wed Apr 28 2021 04:37:00 GMT-0500 (Central Daylight Time),843848909.2153368
Wed Apr 28 2021 04:38:00 GMT-0500 (Central Daylight Time),558388650.4452767
Wed Apr 28 2021 04:39:00 GMT-0500 (Central Daylight Time),748963067.3773965
Wed Apr 28 2021 04:40:00 GMT-0500 (Central Daylight Time),22087773923.96781
Wed Apr 28 2021 04:41:00 GMT-0500 (Central Daylight Time),21946591662.051014
Wed Apr 28 2021 04:42:00 GMT-0500 (Central Daylight Time),21915117397.94458
Wed Apr 28 2021 04:43:00 GMT-0500 (Central Daylight Time),21891650971.18157
Wed Apr 28 2021 04:44:00 GMT-0500 (Central Daylight Time),21893556568.932953
